index,n,initialh,no_boot,starttransmission,isdescent,time,speed,latitude,longitude,altitude,satellites,voltage,eulerX,eulerY,eulerZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,magX,magY,magZ,linearAccelX,linearAccelY,linearAccelZ,gravityX,gravityY,gravityZ,altitude_difference,bmp_temperature,bmp_pressure
43850,3394,70.42,26,1,1,1323500,3.99,23.1126785,72.4971008,580.58,10100,6.43,274.31,9.06,0.62,274.31,9.06,0.62,-0.19,-13.19,3.38,37.0,29.0,4.69,-34.56,-1.53,0.27,-0.27,1.52,-0.1,9.68,471.01,40.06,949.89
43851,3394,70.42,26,1,1,1323500,3.99,23.1126785,72.4971008,580.58,10100,6.43,274.12,8.25,0.38,274.12,8.25,0.38,0.38,-14.31,4.5,37.0,29.38,3.88,-35.56,-1.4,0.24,-0.13,1.39,-0.05,9.7,470.92,40.06,949.9
43852,3394,70.42,26,1,1,1323500,3.99,23.1126785,72.4971008,580.58,10100,6.45,274.06,7.62,0.12,274.06,7.62,0.12,1.75,-13.5,5.94,37.0,29.0,4.69,-36.69,-1.26,0.17,-0.3,1.28,-0.01,9.72,470.71,40.06,949.92
43853,3395,70.42,26,1,1,1323500,3.99,23.1126785,72.4971008,580.58,10100,6.38,267.62,-2.25,-7.94,267.62,-2.25,-7.94,49.25,18.62,30.38,37.0,32.0,-3.69,-35.5,0.11,-1.28,0.57,-0.4,1.4,9.69,470.01,40.05,950.0
43854,3395,70.42,26,1,1,1323500,3.99,23.1126785,72.4971008,580.58,10100,6.36,265.75,-2.56,-9.38,265.75,-2.56,-9.38,42.25,7.69,37.06,37.0,32.69,-4.75,-33.75,0.15,-1.36,0.41,-0.44,1.62,9.66,469.66,40.04,950.04
43855,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.38,263.5,-2.25,-10.12,263.5,-2.25,-10.12,29.31,-0.69,45.0,37.0,33.5,-7.06,-33.75,0.18,-1.36,0.22,-0.36,1.73,9.64,469.36,40.04,950.07
43856,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.43,260.62,-1.44,-10.31,260.62,-1.44,-10.31,16.88,-5.31,53.06,37.0,33.38,-9.69,-34.19,-0.02,-1.32,0.79,-0.22,1.78,9.64,469.16,40.04,950.1
43857,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.41,257.25,-0.25,-10.81,257.25,-0.25,-10.81,0.0,-12.06,64.06,37.0,32.56,-11.88,-34.69,-0.16,-1.4,1.37,-0.05,1.84,9.63,468.82,40.05,950.14
43858,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.45,253.25,1.19,-10.31,253.25,1.19,-10.31,-10.38,-13.12,74.81,37.0,31.5,-14.06,-34.56,-0.24,-1.57,0.64,0.21,1.76,9.64,468.62,40.05,950.16
43859,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.45,249.44,2.38,-9.31,249.44,2.38,-9.31,-13.0,-11.12,85.0,37.0,30.38,-15.19,-35.38,-0.55,-1.47,0.69,0.43,1.54,9.67,468.42,40.05,950.18
43860,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.43,244.19,3.56,-7.75,244.19,3.56,-7.75,-7.62,-12.06,93.88,37.0,28.88,-18.5,-35.38,-0.64,-1.43,0.73,0.64,1.28,9.7,468.31,40.06,950.19
43861,3395,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.45,238.62,4.75,-6.81,238.62,4.75,-6.81,2.5,-14.44,101.19,37.0,28.56,-18.5,-35.75,-1.05,-1.22,0.62,0.85,1.14,9.7,468.05,40.06,950.22
43862,3396,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.41,193.0,7.62,2.5,193.0,7.62,2.5,-0.56,-4.69,71.44,37.0,3.56,-29.06,-37.88,-1.59,0.41,-0.01,1.31,-0.43,9.7,467.42,40.04,950.29
43863,3396,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.43,188.88,8.06,2.81,188.88,8.06,2.81,8.12,-12.75,64.25,37.0,1.25,-29.0,-37.06,-1.5,0.47,0.08,1.37,-0.47,9.69,467.07,40.03,950.34
43864,3396,70.42,26,1,1,1323600,5.29,23.1126423,72.4970779,576.73,10100,6.4,185.25,7.69,2.25,185.25,7.69,2.25,16.12,-14.88,58.62,37.0,0.19,-27.88,-36.56,-1.34,0.4,-0.45,1.32,-0.38,9.7,466.77,40.02,950.37
43865,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.38,182.38,8.31,1.69,182.38,8.31,1.69,20.19,-13.69,53.44,37.0,-4.0,-28.56,-36.56,-1.36,0.43,-0.54,1.4,-0.25,9.7,466.48,40.02,950.4
43866,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.41,178.75,7.56,0.5,178.75,7.56,0.5,18.56,-9.0,50.5,37.0,-6.5,-28.56,-36.19,-1.16,0.38,-0.65,1.26,-0.06,9.72,466.26,40.02,950.43
43867,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.45,175.44,6.81,-0.25,175.44,6.81,-0.25,12.06,-2.5,47.75,37.0,-8.38,-28.19,-35.38,-1.08,0.31,-0.19,1.17,0.05,9.73,465.97,40.02,950.46
43868,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.43,172.38,6.69,-0.38,172.38,6.69,-0.38,3.62,0.56,45.19,37.0,-8.38,-28.19,-34.5,-1.15,0.3,0.09,1.14,0.06,9.73,465.75,40.02,950.49
43869,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.43,169.5,6.44,-0.12,169.5,6.44,-0.12,-1.5,2.38,42.25,37.0,-10.0,-29.0,-34.88,-1.08,0.26,0.49,1.06,0.02,9.74,465.61,40.02,950.5
43870,3396,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.43,166.75,5.31,0.0,166.75,5.31,0.0,-2.69,3.06,39.06,37.0,-11.06,-28.19,-33.69,-1.05,0.15,0.48,0.91,0.0,9.76,465.5,40.02,950.51
43871,3397,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.47,145.75,6.06,-3.81,145.75,6.06,-3.81,19.38,-8.75,36.31,37.0,-21.75,-25.75,-28.56,-1.0,-0.45,-0.27,1.06,0.67,9.72,464.76,40.01,950.6
43872,3397,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.45,143.12,6.62,-4.69,143.12,6.62,-4.69,17.5,-3.44,35.12,37.0,-22.56,-25.0,-27.38,-0.99,-0.48,-0.26,1.11,0.8,9.7,464.31,40.0,950.65
43873,3397,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.47,140.56,5.81,-4.88,140.56,5.81,-4.88,11.62,1.31,34.0,37.0,-23.69,-24.56,-26.06,-0.95,-0.43,-0.18,0.97,0.83,9.72,463.99,40.0,950.69
43874,3397,70.42,26,1,1,1323700,7.09,23.1125946,72.4970398,572.99,10011,6.4,138.12,5.19,-4.88,138.12,5.19,-4.88,6.56,2.44,31.56,37.0,-24.88,-24.56,-26.06,-0.92,-0.44,0.7,0.89,0.84,9.72,463.67,40.01,950.72
43875,3397,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.43,135.25,5.25,-5.0,135.25,5.25,-5.0,2.69,0.94,29.0,37.0,-26.69,-23.5,-24.88,-0.98,-0.49,0.45,0.9,0.85,9.72,463.46,40.01,950.75
43876,3397,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.45,133.44,4.44,-4.44,133.44,4.44,-4.44,-0.69,-1.81,24.69,37.0,-26.69,-23.88,-25.75,-0.82,-0.37,0.37,0.76,0.75,9.74,463.23,40.02,950.77
43877,3397,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.45,131.94,4.0,-3.88,131.94,4.0,-3.88,-7.38,-4.38,20.31,37.0,-27.06,-22.06,-24.5,-0.72,-0.2,0.16,0.68,0.64,9.76,463.13,40.02,950.78
43878,3397,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.43,130.38,3.69,-3.06,130.38,3.69,-3.06,-13.06,-4.62,16.44,37.0,-28.19,-21.25,-26.06,-0.63,-0.13,-0.08,0.63,0.5,9.77,462.82,40.02,950.82
43879,3397,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.45,129.19,3.5,-2.12,129.19,3.5,-2.12,-15.38,-3.0,12.19,37.0,-28.56,-21.25,-26.56,-0.6,-0.04,-0.42,0.59,0.34,9.78,462.67,40.03,950.84
43880,3398,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.45,126.25,1.56,-2.44,126.25,1.56,-2.44,9.38,-5.69,5.12,37.0,-29.38,-19.06,-27.0,-0.27,-0.24,0.0,0.28,0.42,9.79,461.93,40.01,950.92
43881,3398,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.43,125.56,1.94,-2.62,125.56,1.94,-2.62,1.69,-7.88,12.44,37.0,-28.56,-19.06,-25.75,-0.35,-0.35,-0.63,0.34,0.45,9.78,461.56,40.01,950.96
43882,3398,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.43,124.25,2.5,-2.62,124.25,2.5,-2.62,-0.88,-10.81,19.69,37.0,-29.38,-18.69,-24.5,-0.33,-0.31,-0.36,0.45,0.44,9.78,461.29,40.01,950.99
43883,3398,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.41,122.62,3.0,-2.38,122.62,3.0,-2.38,-3.0,-5.56,27.62,37.0,-30.5,-19.06,-23.25,-0.38,-0.26,-0.11,0.52,0.41,9.78,461.11,40.01,951.02
43884,3398,70.42,26,1,1,1323800,8.76,23.1125278,72.496994,569.52,10100,6.41,120.62,3.06,-2.06,120.62,3.06,-2.06,0.44,-0.75,35.62,37.0,-30.5,-18.0,-22.75,-0.41,-0.29,-0.02,0.53,0.36,9.78,460.87,40.01,951.04
43885,3398,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.43,118.5,3.06,-2.12,118.5,3.06,-2.12,4.06,5.62,40.69,37.0,-31.56,-16.88,-23.56,-0.43,-0.27,0.42,0.51,0.36,9.78,460.6,40.01,951.07
43886,3398,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.45,116.0,2.56,-2.19,116.0,2.56,-2.19,6.5,10.56,45.62,37.0,-31.19,-16.5,-23.56,-0.39,-0.25,0.28,0.42,0.38,9.78,460.31,40.02,951.11
43887,3398,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.43,113.06,1.94,-2.44,113.06,1.94,-2.44,8.69,9.44,50.94,37.0,-31.88,-15.0,-24.5,-0.37,-0.3,0.07,0.31,0.42,9.79,460.12,40.02,951.13
43888,3398,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.45,109.81,1.56,-2.75,109.81,1.56,-2.75,7.31,6.44,54.75,37.0,-32.25,-13.5,-23.56,-0.37,-0.3,-0.57,0.26,0.48,9.79,459.85,40.02,951.16
43889,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.38,87.94,4.0,-4.12,87.94,4.0,-4.12,33.44,4.94,33.38,37.0,-36.69,-1.38,-21.06,-0.5,-0.4,-0.57,0.68,0.75,9.75,459.18,40.01,951.24
43890,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.38,85.94,3.75,-5.62,85.94,3.75,-5.62,19.62,10.88,33.31,37.0,-37.06,-0.69,-20.25,-0.6,-0.58,-0.6,0.63,0.99,9.73,458.82,40.0,951.28
43891,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.4,83.94,3.19,-6.06,83.94,3.19,-6.06,5.75,8.31,34.62,37.0,-36.56,0.38,-19.0,-0.64,-0.58,0.0,0.54,1.04,9.73,458.49,40.0,951.31
43892,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.4,81.94,3.06,-5.81,81.94,3.06,-5.81,-7.19,2.69,33.06,37.0,-36.69,1.88,-20.69,-0.74,-0.54,0.31,0.53,1.0,9.74,458.15,40.0,951.35
43893,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.43,80.19,3.38,-5.19,80.19,3.38,-5.19,-10.88,-5.94,28.31,37.0,-36.69,3.0,-21.06,-0.86,-0.61,0.74,0.58,0.88,9.74,457.91,40.0,951.38
43894,3399,70.42,26,1,1,1323900,8.93,23.1124535,72.4969635,565.79,10100,6.47,78.88,3.62,-4.12,78.88,3.62,-4.12,-6.25,-15.81,21.94,37.0,-37.06,3.0,-21.5,-0.8,-0.59,0.68,0.62,0.7,9.76,457.69,40.01,951.41
43895,3399,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.45,78.0,4.25,-3.75,78.0,4.25,-3.75,1.5,-18.06,16.12,37.0,-36.56,4.5,-19.75,-0.72,-0.49,0.04,0.76,0.64,9.75,457.56,40.01,951.42
43896,3399,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.45,77.19,5.12,-3.75,77.19,5.12,-3.75,4.44,-13.31,11.81,37.0,-36.56,5.56,-19.0,-0.71,-0.38,-0.19,0.88,0.64,9.74,457.41,40.01,951.44
43897,3399,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.38,76.56,5.44,-3.81,76.56,5.44,-3.81,3.75,-6.25,9.94,37.0,-37.75,7.06,-17.75,-0.78,-0.39,-0.47,0.94,0.66,9.73,457.28,40.02,951.45
43898,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.43,77.19,-0.25,-3.06,77.19,-0.25,-3.06,-8.06,4.0,-7.88,37.0,-37.0,5.56,-21.06,-0.05,-0.19,-0.42,-0.05,0.51,9.79,456.66,40.0,951.52
43899,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.4,77.62,-0.5,-2.5,77.62,-0.5,-2.5,-10.31,1.25,-8.06,37.0,-36.0,7.06,-20.25,-0.07,-0.16,-0.38,-0.08,0.4,9.79,456.38,39.99,951.55
43900,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.43,78.25,-0.5,-1.88,78.25,-0.5,-1.88,-9.06,-3.56,-7.62,37.0,-35.56,5.25,-21.06,-0.1,-0.11,-0.27,-0.08,0.3,9.8,456.11,39.99,951.59
43901,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.41,78.62,-0.12,-1.38,78.62,-0.12,-1.38,-5.44,-8.62,-5.69,37.0,-35.19,6.75,-20.69,-0.1,-0.16,-0.28,-0.01,0.23,9.8,455.9,39.99,951.61
43902,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.43,78.94,0.38,-1.19,78.94,0.38,-1.19,-0.81,-11.38,-3.62,37.0,-36.56,6.0,-19.5,-0.2,-0.11,-0.3,0.06,0.21,9.8,455.58,40.0,951.65
43903,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.45,79.06,1.0,-1.12,79.06,1.0,-1.12,-1.75,-14.5,-1.5,37.0,-36.56,6.0,-18.25,-0.31,-0.02,-0.2,0.18,0.19,9.8,455.39,40.0,951.67
43904,3400,70.42,26,1,1,1324000,8.82,23.1123734,72.4969482,562.12,10100,6.43,79.12,1.69,-1.0,79.12,1.69,-1.0,-4.31,-16.0,1.38,37.0,-37.38,6.0,-18.69,-0.34,-0.02,-0.25,0.31,0.16,9.8,455.26,40.0,951.68
43905,3400,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.45,78.88,2.5,-0.69,78.88,2.5,-0.69,-6.44,-18.06,6.38,37.0,-36.0,5.56,-18.19,-0.48,0.03,-0.39,0.45,0.1,9.79,455.03,40.01,951.71
43906,3400,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.43,78.44,3.25,-0.25,78.44,3.25,-0.25,-8.0,-17.5,11.94,37.0,-36.69,6.75,-17.88,-0.56,0.12,-0.32,0.58,0.03,9.78,454.81,40.01,951.73
43907,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.45,68.75,3.5,1.75,68.75,3.5,1.75,-16.69,-17.75,24.44,37.0,-37.38,13.38,-13.69,-0.7,0.48,-0.58,0.61,-0.32,9.78,454.15,39.99,951.81
43908,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.41,67.25,4.38,2.81,67.25,4.38,2.81,-19.81,-21.25,26.38,37.0,-37.88,14.88,-12.0,-0.84,0.64,-0.33,0.79,-0.52,9.76,453.66,39.99,951.86
43909,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.43,65.69,4.81,3.5,65.69,4.81,3.5,-16.88,-20.38,27.62,37.0,-37.06,17.06,-12.0,-0.79,0.58,-0.07,0.83,-0.61,9.75,453.42,39.98,951.89
43910,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.43,64.0,4.94,3.81,64.0,4.94,3.81,-8.62,-13.56,29.69,37.0,-38.19,17.5,-9.0,-0.74,0.55,-0.17,0.84,-0.65,9.74,453.13,39.98,951.93
43911,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.38,62.19,4.69,3.62,62.19,4.69,3.62,2.81,-6.38,31.81,37.0,-38.56,19.25,-9.0,-0.75,0.47,-0.44,0.8,-0.62,9.75,452.91,39.99,951.95
43912,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.41,60.62,4.38,3.06,60.62,4.38,3.06,13.88,-2.81,33.69,37.0,-37.5,20.5,-8.69,-0.78,0.34,-0.56,0.73,-0.5,9.76,452.69,39.99,951.98
43913,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.43,58.56,3.88,2.0,58.56,3.88,2.0,20.56,-3.5,36.06,37.0,-36.38,21.56,-8.69,-0.76,0.21,-0.43,0.65,-0.31,9.77,452.32,39.99,952.02
43914,3401,70.42,26,1,1,1324100,8.5,23.1122971,72.496933,558.49,10100,6.45,56.38,3.56,0.81,56.38,3.56,0.81,21.0,-7.38,36.44,37.0,-36.38,22.0,-10.0,-0.74,0.12,-0.16,0.6,-0.1,9.78,451.96,39.99,952.06
43915,3401,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.45,54.19,3.94,-0.12,54.19,3.94,-0.12,12.31,-17.81,40.06,37.0,-35.69,22.88,-9.56,-0.93,0.06,0.22,0.7,0.03,9.78,451.78,40.0,952.08
43916,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.41,22.56,12.12,-1.75,22.56,12.12,-1.75,45.75,-12.94,92.56,37.0,-25.19,36.56,-6.0,-1.9,-0.3,0.69,2.06,0.3,9.58,451.12,39.98,952.16
43917,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.43,16.75,12.88,-2.88,16.75,12.88,-2.88,36.69,-12.31,99.19,37.0,-21.5,37.19,-5.19,-2.02,-0.3,0.46,2.18,0.48,9.54,450.77,39.97,952.2
43918,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.36,10.62,13.94,-2.94,10.62,13.94,-2.94,16.69,-14.06,104.62,37.0,-18.88,39.38,-7.38,-2.15,-0.39,0.31,2.36,0.49,9.5,450.39,39.97,952.24
43919,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.41,4.38,14.94,-1.75,4.38,14.94,-1.75,0.69,-13.19,108.62,37.0,-15.19,40.19,-7.25,-2.36,-0.27,0.39,2.53,0.29,9.46,450.12,39.97,952.27
43920,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.41,359.06,15.69,-0.12,359.06,15.69,-0.12,-4.62,-14.56,112.81,37.0,-9.5,41.19,-9.0,-2.61,-0.1,0.73,2.67,-0.03,9.43,449.89,39.97,952.3
43921,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.45,353.69,16.44,1.94,353.69,16.44,1.94,-0.5,-15.88,115.12,37.0,-5.88,40.38,-8.69,-2.87,0.09,0.91,2.8,-0.37,9.39,449.59,39.97,952.33
43922,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.43,347.06,17.19,3.56,347.06,17.19,3.56,12.5,-19.94,116.69,37.0,-1.25,41.88,-11.19,-2.99,0.2,1.0,2.92,-0.62,9.34,449.33,39.97,952.36
43923,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.43,340.06,18.06,4.5,340.06,18.06,4.5,28.75,-27.56,116.44,37.0,2.5,40.38,-9.88,-3.19,0.45,1.19,3.07,-0.74,9.28,448.98,39.98,952.4
43924,3402,70.42,26,1,1,1324200,7.83,23.1122227,72.496933,554.61,10100,6.45,332.88,19.38,4.75,332.88,19.38,4.75,38.31,-35.5,116.12,37.0,5.75,40.06,-11.56,-3.31,0.68,1.21,3.3,-0.77,9.2,448.81,39.98,952.42
43925,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.4,296.0,8.81,3.81,296.0,8.81,3.81,21.69,-42.06,39.75,37.0,28.56,23.19,-22.5,-1.77,0.59,0.36,1.56,-0.62,9.66,448.07,39.96,952.5
43926,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.41,294.25,9.81,2.5,294.25,9.81,2.5,21.06,-40.19,30.38,37.0,29.69,22.06,-23.0,-1.73,0.47,0.18,1.68,-0.38,9.65,447.69,39.94,952.55
43927,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.43,293.38,9.94,1.25,293.38,9.94,1.25,15.38,-24.44,18.31,37.0,30.0,22.5,-25.06,-1.59,0.28,0.41,1.69,-0.18,9.65,447.37,39.94,952.58
43928,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.36,293.0,9.25,0.38,293.0,9.25,0.38,10.69,-8.56,9.62,37.0,29.0,19.06,-25.06,-1.42,0.16,0.62,1.54,-0.05,9.68,447.0,39.94,952.63
43929,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.36,293.62,7.81,-0.06,293.62,7.81,-0.06,7.75,4.06,3.75,37.0,29.25,18.0,-29.25,-1.3,-0.05,0.48,1.28,0.02,9.72,446.73,39.94,952.66
43930,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.45,293.94,6.12,-0.5,293.94,6.12,-0.5,12.44,6.88,3.44,37.0,29.25,18.38,-28.0,-1.14,-0.16,0.54,1.0,0.1,9.75,446.53,39.94,952.68
43931,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.45,294.19,4.75,-1.19,294.19,4.75,-1.19,20.31,0.56,6.38,37.0,29.25,18.38,-29.19,-1.03,-0.28,0.35,0.78,0.23,9.77,446.35,39.94,952.7
43932,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.43,294.06,4.06,-2.19,294.06,4.06,-2.19,25.81,-9.06,7.81,37.0,29.0,16.19,-28.75,-0.96,-0.41,0.37,0.69,0.4,9.77,446.1,39.94,952.73
43933,3403,70.42,26,1,1,1324300,5.59,23.1121635,72.496933,550.81,10100,6.41,294.0,3.94,-3.31,294.0,3.94,-3.31,29.94,-17.06,8.94,37.0,29.25,16.56,-28.75,-0.93,-0.53,0.55,0.68,0.57,9.76,446.07,39.94,952.73
43934,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.41,282.0,4.44,-2.88,282.0,4.44,-2.88,10.94,-5.69,56.88,37.0,27.5,7.0,-36.88,-0.82,-0.54,0.01,0.76,0.48,9.76,445.35,39.93,952.82
43935,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.38,278.5,4.31,-2.88,278.5,4.31,-2.88,15.94,-6.38,64.19,37.0,28.56,5.5,-36.69,-0.78,-0.55,-0.17,0.74,0.5,9.76,444.95,39.93,952.86
43936,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.4,274.56,4.38,-3.19,274.56,4.38,-3.19,19.62,-6.69,70.12,37.0,28.19,4.0,-35.88,-0.79,-0.6,-0.35,0.75,0.54,9.76,444.71,39.93,952.89
43937,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.41,270.12,4.5,-3.69,270.12,4.5,-3.69,21.62,-6.75,77.25,37.0,28.56,-0.75,-37.56,-0.76,-0.6,-0.05,0.77,0.63,9.75,444.44,39.93,952.92
43938,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.35,266.19,4.75,-4.12,266.19,4.75,-4.12,21.19,-7.44,84.56,37.0,28.19,-2.5,-39.69,-0.83,-0.68,0.25,0.82,0.71,9.74,444.26,39.94,952.94
43939,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.43,261.12,5.19,-4.56,261.12,5.19,-4.56,20.88,-6.88,91.44,37.0,29.0,-4.38,-39.25,-0.89,-0.8,0.12,0.9,0.79,9.73,444.04,39.94,952.96
43940,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.45,255.56,5.88,-5.12,255.56,5.88,-5.12,21.62,-6.12,97.69,37.0,28.19,-8.06,-39.56,-1.03,-0.9,0.27,1.02,0.89,9.71,443.89,39.94,952.98
43941,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.43,249.75,6.62,-5.62,249.75,6.62,-5.62,21.75,-7.5,102.44,37.0,26.69,-9.88,-40.5,-1.17,-0.89,0.17,1.15,0.97,9.68,443.61,39.95,953.01
43942,3404,70.42,26,1,1,1324400,4.38,23.1121216,72.4969254,547.12,10100,6.45,243.62,7.62,-6.0,243.62,7.62,-6.0,19.12,-8.44,106.06,37.0,25.56,-12.06,-40.5,-1.31,-0.87,0.18,1.33,1.02,9.66,443.44,39.95,953.03
43943,3405,70.42,26,1,1,1324500,6.0,23.1120796,72.4969025,543.52,10100,6.4,199.5,7.81,-0.19,199.5,7.81,-0.19,9.0,-9.56,55.88,37.0,5.69,-28.06,-39.5,-1.56,-0.02,-0.04,1.33,0.04,9.71,442.56,39.94,953.13
43944,3405,70.42,26,1,1,1324500,6.0,23.1120796,72.4969025,543.52,10100,6.41,197.0,8.0,-0.44,197.0,8.0,-0.44,12.81,-9.12,41.81,37.0,3.5,-26.56,-37.5,-1.64,-0.03,-0.04,1.33,0.08,9.71,442.2,39.93,953.17
43945,3405,70.42,26,1,1,1324500,6.0,23.1120796,72.4969025,543.52,10100,6.33,194.88,6.94,-0.88,194.88,6.94,-0.88,12.56,-11.12,30.12,37.0,2.25,-26.56,-38.38,-1.49,-0.05,-0.1,1.16,0.16,9.73,441.84,39.93,953.22
43946,3405,70.42,26,1,1,1324500,6.0,23.1120796,72.4969025,543.52,10100,6.36,193.5,6.19,-1.31,193.5,6.19,-1.31,12.44,-14.94,18.56,37.0,0.69,-28.0,-37.06,-1.35,-0.14,-0.07,1.06,0.22,9.74,441.44,39.93,953.26
